"DIVIPOLA","City_Municipality","ID_Deparment","Department","Latitude","Longitude","Active","Confirmed","Deaths","Recovered","House","Hospital","ICU","People_Hospitalized","Total_Hospital_Beds","Total_Hospital_Beds_Utilisation","Total_Hospitalization_Rate","Mild_Rate","Severe_Rate","Critical_Rate","Lethality_Rate","Mortality_Rate","Recovery_Rates","Active_Rate","Cases_Share_Of_Population","Deaths_Share_Of_Population","Last_Update"
"5001","Medellin","5","Antioquia","5.610109776","-74.88681663","1281","2083","15","787","1142","119","20","139","2885","0.048","0.067","0.548","0.057","0.010","0.007","0.5920841","0.378","0.615","1216","168895","2020-06-30 16:50:00"
"5030","Amaga","5","Antioquia","6.038808575","-75.70194607","3","5","0","2","3","0","0","0","5","0.000","0.000","0.600","0.000","0.000","0.000","0.0000000","0.400","0.600","6257","","2020-06-30 16:50:00"
"5034","Andes","5","Antioquia","5.656774852","-75.87879189","0","1","0","1","0","0","0","0","10","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","44199","","2020-06-30 16:50:00"
"5038","Angostura","5","Antioquia","6.885174591","-75.33511597","0","1","0","1","0","0","0","0","3","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","11536","","2020-06-30 16:50:00"
"5042","Santa Fe de Antioquia","5","Antioquia","6.556533296","-75.82707907","4","4","0","0","4","0","0","0","25","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","6751","","2020-06-30 16:50:00"
"5044","Anza","5","Antioquia","6.302658359","-75.85444158","5","5","0","0","5","0","0","0","2","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","1434","","2020-06-30 16:50:00"
"5045","Apartado","5","Antioquia","7.883417406","-76.62596065","68","111","0","43","66","2","0","2","158","0.013","0.018","0.595","0.018","0.000","0.000","0.0000000","0.387","0.613","1151","","2020-06-30 16:50:00"
"5051","Arboletes","5","Antioquia","8.850567734","-76.4270568","10","11","0","1","7","3","0","3","4","0.750","0.273","0.636","0.273","0.000","0.000","0.0000000","0.091","0.909","2774","","2020-06-30 16:50:00"
"5079","Barbosa","5","Antioquia","6.439226882","-75.33164423","5","11","0","6","4","1","0","1","7","0.143","0.091","0.364","0.091","0.000","0.000","0.0000000","0.545","0.455","4941","","2020-06-30 16:50:00"
"5088","Bello","5","Antioquia","6.334068836","-75.55466507","172","315","5","138","152","15","5","20","355","0.056","0.063","0.483","0.048","0.016","0.016","0.9055445","0.438","0.546","1753","110431","2020-06-30 16:50:00"
"5101","Ciudad Bolivar","5","Antioquia","5.850273232","-76.02150921","1","1","0","0","1","0","0","0","23","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","26313","","2020-06-30 16:50:00"
"5113","Buritica","5","Antioquia","6.719735175","-75.90753473","15","15","0","0","15","0","0","0","3","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","642","","2020-06-30 16:50:00"
"5120","Caceres","5","Antioquia","7.578315451","-75.35235749","1","2","0","1","1","0","0","0","5","0.000","0.000","0.500","0.000","0.000","0.000","0.0000000","0.500","0.500","15178","","2020-06-30 16:50:00"
"5129","Caldas","5","Antioquia","6.091296966","-75.63361872","10","17","0","7","9","1","0","1","49","0.020","0.059","0.529","0.059","0.000","0.000","0.0000000","0.412","0.588","4907","","2020-06-30 16:50:00"
"5138","Canasgordas","5","Antioquia","6.759477684","-76.03220994","3","5","0","2","3","0","0","0","3","0.000","0.000","0.600","0.000","0.000","0.000","0.0000000","0.400","0.600","3110","","2020-06-30 16:50:00"
"5142","Caracoli","5","Antioquia","6.409854727","-74.75744944","0","1","0","1","0","0","0","0","1","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","4532","","2020-06-30 16:50:00"
"5147","Carepa","5","Antioquia","7.755116346","-76.65321034","165","363","0","198","162","3","0","3","11","0.273","0.008","0.446","0.008","0.000","0.000","0.0000000","0.545","0.455","141","","2020-06-30 16:50:00"
"5148","El Carmen de Viboral","5","Antioquia","6.084551516","-75.33536246","2","3","0","1","2","0","0","0","11","0.000","0.000","0.667","0.000","0.000","0.000","0.0000000","0.333","0.667","20860","","2020-06-30 16:50:00"
"5154","Caucasia","5","Antioquia","7.977362333","-75.19829033","21","24","1","2","18","2","0","2","126","0.016","0.083","0.750","0.083","0.000","0.042","1.0479214","0.083","0.875","3976","95427","2020-06-30 16:50:00"
"5172","Chigorodo","5","Antioquia","7.666300439","-76.6812164","26","31","0","5","23","3","0","3","31","0.097","0.097","0.742","0.097","0.000","0.000","0.0000000","0.161","0.839","1930","","2020-06-30 16:50:00"
"5190","Cisneros","5","Antioquia","6.537761957","-75.08720761","0","1","0","1","0","0","0","0","6","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","9936","","2020-06-30 16:50:00"
"5197","Cocorna","5","Antioquia","6.058306335","-75.18548101","0","1","0","1","0","0","0","0","2","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","14833","","2020-06-30 16:50:00"
"5212","Copacabana","5","Antioquia","6.348640545","-75.5093439","16","47","0","31","15","0","0","0","6","0.000","0.000","0.319","0.000","0.000","0.000","0.0000000","0.660","0.340","1741","","2020-06-30 16:50:00"
"5234","Dabeiba","5","Antioquia","7.00032194","-76.26297665","3","3","0","0","3","0","0","0","5","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","7836","","2020-06-30 16:50:00"
"5237","Donmatias","5","Antioquia","6.484469957","-75.39272406","3","7","0","4","2","0","1","1","3","0.333","0.143","0.286","0.000","0.143","0.000","0.0000000","0.571","0.429","2816","","2020-06-30 16:50:00"
"5250","El Bagre","5","Antioquia","7.597521794","-74.79909729","1","3","0","2","0","1","0","1","12","0.083","0.333","0.000","0.333","0.000","0.000","0.0000000","0.667","0.333","17949","","2020-06-30 16:50:00"
"5266","Envigado","5","Antioquia","6.167004552","-75.58301014","52","90","0","38","50","2","0","2","131","0.015","0.022","0.556","0.022","0.000","0.000","0.0000000","0.422","0.578","2691","","2020-06-30 16:50:00"
"5284","Frontino","5","Antioquia","6.776065912","-76.13076514","0","3","0","3","0","0","0","0","5","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","6900","","2020-06-30 16:50:00"
"5306","Giraldo","5","Antioquia","6.680808016","-75.95215756","2","5","0","3","2","0","0","0","1","0.000","0.000","0.400","0.000","0.000","0.000","0.0000000","0.600","0.400","1150","","2020-06-30 16:50:00"
"5308","Girardota","5","Antioquia","6.379613834","-75.44446221","4","5","0","1","4","0","0","0","4","0.000","0.000","0.800","0.000","0.000","0.000","0.0000000","0.200","0.800","10888","","2020-06-30 16:50:00"
"5313","Granada","5","Antioquia","6.142896667","-75.18444508","0","1","1","0","0","0","0","0","1","0.000","0.000","0.000","0.000","0.000","1.000","10.2417042","0.000","0.000","9764","9764","2020-06-30 16:50:00"
"5318","Guarne","5","Antioquia","6.278064077","-75.44165392","18","21","0","3","16","2","0","2","4","0.500","0.095","0.762","0.095","0.000","0.000","0.0000000","0.143","0.857","2769","","2020-06-30 16:50:00"
"5321","Guatape","5","Antioquia","6.232592707","-75.16229259","0","2","0","2","0","0","0","0","2","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","4355","","2020-06-30 16:50:00"
"5353","Hispania","5","Antioquia","5.799461575","-75.90658827","3","3","0","0","3","0","0","0","1","0.000","0.000","1.000","0.000","0.000","0.000","0.0000000","0.000","1.000","1864","","2020-06-30 16:50:00"
"5360","Itagui","5","Antioquia","6.169597629","-75.61435871","171","220","0","49","163","8","0","8","168","0.048","0.036","0.741","0.036","0.000","0.000","0.0000000","0.223","0.777","1318","","2020-06-30 16:50:00"
"5361","Ituango","5","Antioquia","7.17162903","-75.76467317","306","560","0","254","304","1","1","2","8","0.250","0.004","0.543","0.002","0.002","0.000","0.0000000","0.454","0.546","50","","2020-06-30 16:50:00"
"5368","Jerico","5","Antioquia","5.789747931","-75.78549855","0","1","0","1","0","0","0","0","2","0.000","0.000","0.000","0.000","0.000","0.000","0.0000000","1.000","0.000","13706","","2020-06-30 16:50:00"
"5376","La Ceja","5","Antioquia","6.028055744","-75.42943089","21","29","0","8","19","2","0","2","120","0.017","0.069","0.655","0.069","0.000","0.000","0.0000000","0.276","0.724","2356","","2020-06-30 16:50:00"
"5380","La Estrella","5","Antioquia","6.15841974","-75.64519038","46","66","0","20","44","2","0","2","3","0.667","0.030","0.667","0.030","0.000","0.000","0.0000000","0.303","0.697","1144","","2020-06-30 16:50:00"
"5425","Maceo","5","Antioquia","6.552116913","-74.78716148","2","4","0","2","2","0","0","0","4","0.000","0.000","0.500","0.000","0.000","0.000","0.0000000","0.500","0.500","2062","","2020-06-30 16:50:00"
